"d2","d1","synergy"
0,0,0
0.0001,0,0
0.000359381366380463,0,0
0.00129154966501488,0,0
0.00464158883361278,0,0
0.0166810053720006,0,0
0.0599484250318941,0,0
0.215443469003188,0,0
0.774263682681128,0,0
2.78255940220713,0,0
10,0,0
0,0.0001,0
0.0001,0.0001,4.4186731563633
0.000359381366380463,0.0001,4.81538508125412
0.00129154966501488,0.0001,5.48103740974174
0.00464158883361278,0.0001,6.25127567125663
0.0166810053720006,0.0001,6.00252506877784
0.0599484250318941,0.0001,2.55749120959572
0.215443469003188,0.0001,-2.10369750647377
0.774263682681128,0.0001,-2.14712999715584
2.78255940220713,0.0001,1.89110388951283
10,0.0001,5.49613198368057
0,0.000517947467923121,0
0.0001,0.000517947467923121,6.67479935928254
0.000359381366380463,0.000517947467923121,7.06608106790641
0.00129154966501488,0.000517947467923121,7.71729155601592
0.00464158883361278,0.000517947467923121,8.43981595256997
0.0166810053720006,0.000517947467923121,8.06027412154312
0.0599484250318941,0.000517947467923121,4.28017255019797
0.215443469003188,0.000517947467923121,-0.860195349705755
0.774263682681128,0.000517947467923121,-1.78881573215105
2.78255940220713,0.000517947467923121,1.94324744503719
10,0.000517947467923121,5.51240182733032
0,0.00268269579527973,0
0.0001,0.00268269579527973,8.11440945727116
0.000359381366380463,0.00268269579527973,8.47751632872282
0.00129154966501488,0.00268269579527973,9.08756562892073
0.00464158883361278,0.00268269579527973,9.76132536122732
0.0166810053720006,0.00268269579527973,9.39049895563697
0.0599484250318941,0.00268269579527973,5.71807791012363
0.215443469003188,0.00268269579527973,0.827842273082695
0.774263682681128,0.00268269579527973,-0.260582086792581
2.78255940220713,0.00268269579527973,2.63026867620361
10,0.00268269579527973,5.81245463181544
0,0.0138949549437314,0
0.0001,0.0138949549437314,-5.27150191988972
0.000359381366380463,0.0138949549437314,-5.12941527571977
0.00129154966501488,0.0138949549437314,-4.79970275578683
0.00464158883361278,0.0138949549437314,-4.15175121573841
0.0166810053720006,0.0138949549437314,-3.09415599749854
0.0599484250318941,0.0138949549437314,-2.05345926056552
0.215443469003188,0.0138949549437314,-0.346430541008786
0.774263682681128,0.0138949549437314,3.1763777695468
2.78255940220713,0.0138949549437314,6.20718285213526
10,0.0138949549437314,7.62015539208858
0,0.0719685673001152,0
0.0001,0.0719685673001152,-9.29518394778169
0.000359381366380463,0.0719685673001152,-9.25775378419597
0.00129154966501488,0.0719685673001152,-9.10793658618459
0.00464158883361278,0.0719685673001152,-8.62169417227108
0.0166810053720006,0.0719685673001152,-7.0576228600752
0.0599484250318941,0.0719685673001152,-3.65888108857033
0.215443469003188,0.0719685673001152,1.40705193785325
0.774263682681128,0.0719685673001152,7.06365326337234
2.78255940220713,0.0719685673001152,8.14682734648476
10,0.0719685673001152,8.08330071724241
0,0.372759372031494,0
0.0001,0.372759372031494,-3.53111572051806
0.000359381366380463,0.372759372031494,-3.50829328592413
0.00129154966501488,0.372759372031494,-3.39913569003735
0.00464158883361278,0.372759372031494,-3.03634084995407
0.0166810053720006,0.372759372031494,-1.78708547156987
0.0599484250318941,0.372759372031494,0.910783130031461
0.215443469003188,0.372759372031494,5.11634337389296
0.774263682681128,0.372759372031494,8.85561793452064
2.78255940220713,0.372759372031494,8.39439568205982
10,0.372759372031494,8.1158402630285
0,1.93069772888325,0
0.0001,1.93069772888325,2.58152633354914
0.000359381366380463,1.93069772888325,2.59245111355644
0.00129154966501488,1.93069772888325,2.66184250342891
0.00464158883361278,1.93069772888325,2.8887781332722
0.0166810053720006,1.93069772888325,3.71509918631132
0.0599484250318941,1.93069772888325,5.38383457991839
0.215443469003188,1.93069772888325,7.99530012685491
0.774263682681128,1.93069772888325,9.27311509600376
2.78255940220713,1.93069772888325,8.41462730213892
10,1.93069772888325,8.11842524511006
0,10,0
0.0001,10,7.85038615083958
0.000359381366380463,10,7.85044488121612
0.00129154966501488,10,7.87927058492872
0.00464158883361278,10,7.9678252483676
0.0166810053720006,10,8.34367775404574
0.0599484250318941,10,8.93595158072199
0.215443469003188,10,9.7924908008153
0.774263682681128,10,9.35342341917288
2.78255940220713,10,8.41571044563034
10,10,8.11844269245989
